City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Bengkulu,ID,-3.8,102.27,78.91,83,99,3.13,overcast clouds
348,Ampanihy,MG,-24.7,44.75,66.24,81,1,11.05,clear sky
349,Salym,RU,60.06,71.48,27.86,98,90,7.9,overcast clouds
350,Bekhtery,UA,46.25,32.29,51.3,78,94,13.78,overcast clouds
351,Teguldet,RU,57.31,88.17,34.57,96,100,11.27,light rain
352,Batagay-Alyta,RU,67.8,130.41,-9.44,84,9,1.97,clear sky
353,Te Anau,NZ,-45.42,167.72,58.96,41,27,0.72,scattered clouds
354,Leningradskiy,RU,69.38,178.42,16.74,83,85,4.52,overcast clouds
355,Paragominas,BR,-2.97,-47.48,79.07,63,5,3.13,clear sky
356,Chapais,CA,49.78,-74.85,32.0,100,90,3.36,overcast clouds
357,Bud,US,39.45,-86.18,36.0,55,1,6.93,clear sky
358,Cao Bang,VN,22.67,106.25,70.97,86,100,2.82,light rain
359,Acapulco,MX,16.86,-99.89,81.07,77,87,6.67,overcast clouds
360,Belaya Gora,RU,68.53,146.42,-5.4,90,99,8.14,overcast clouds
361,Astoria,US,46.19,-123.83,55.0,66,1,3.36,clear sky
362,Maneadero,MX,31.72,-116.57,68.0,87,0,3.49,clear sky
363,Pevek,RU,69.7,170.31,14.47,94,100,8.79,overcast clouds
364,Kuminskiy,RU,58.67,66.57,25.81,98,0,5.73,clear sky
365,Meulaboh,ID,4.14,96.13,77.34,88,100,3.98,moderate rain
366,San Juan,AR,-31.54,-68.54,70.72,28,9,3.91,clear sky
367,Taicheng,CN,38.73,113.23,37.83,59,0,10.25,clear sky
368,Jupiter,US,26.93,-80.09,81.0,100,1,5.82,light rain
369,Galveston,US,29.37,-94.97,70.0,56,1,13.87,clear sky
370,Leshan,CN,29.56,103.76,61.72,60,99,1.34,overcast clouds
371,Coquimbo,CL,-29.95,-71.34,55.4,87,90,3.36,overcast clouds
372,Atlantic City,US,39.36,-74.42,52.0,87,75,24.16,broken clouds
373,Geraldton,AU,-28.77,114.6,66.2,72,40,14.99,light rain
374,Roald,NO,62.58,6.13,51.8,53,10,9.17,clear sky
375,Hofn,IS,64.25,-15.21,36.9,74,0,16.8,clear sky
376,Mananjary,MG,-21.22,48.33,69.48,71,95,1.21,overcast clouds
377,Bangassou,CF,4.74,22.82,68.34,94,100,1.57,overcast clouds
378,Kant,IN,27.8,79.8,62.02,29,0,5.46,clear sky
379,Nisia Floresta,BR,-6.09,-35.21,80.6,83,75,9.17,broken clouds
380,Cayenne,GF,4.93,-52.33,78.8,100,90,2.24,light rain
381,Fredericksburg,US,38.3,-77.46,55.4,47,75,9.17,broken clouds
382,Anito,PH,12.45,125.29,81.86,77,100,3.85,overcast clouds
383,Imbituba,BR,-28.24,-48.67,62.6,82,40,4.7,scattered clouds
384,Half Moon Bay,US,37.46,-122.43,77.0,93,1,8.05,clear sky
385,Karratha,AU,-20.74,116.85,77.83,53,55,11.92,broken clouds
386,Kudahuvadhoo,MV,2.67,72.89,82.29,73,14,6.02,few clouds
387,Ancud,CL,-41.87,-73.82,52.0,87,0,2.24,clear sky
388,Neuquen,AR,-38.95,-68.06,75.2,44,0,3.36,clear sky
389,Iskateley,RU,67.68,53.15,32.23,98,99,10.07,overcast clouds
390,Kaduy,RU,59.2,37.15,29.5,97,20,4.21,few clouds
391,Bilma,NE,18.69,12.92,70.38,25,0,9.15,clear sky
392,Simoes,BR,-7.6,-40.82,77.61,72,93,3.33,light rain
393,Katobu,ID,-4.94,122.53,85.96,58,100,4.16,overcast clouds
394,Baherden,TM,38.44,57.43,64.76,26,77,4.18,broken clouds
395,Polovinnoye,RU,54.79,65.99,29.28,97,60,3.87,broken clouds
396,Shunyi,CN,40.12,116.65,54.0,17,0,11.18,clear sky
397,Fort Nelson,CA,58.81,-122.7,14.0,85,90,9.17,light snow
398,Burdur,TR,37.72,30.29,41.0,75,0,4.7,clear sky
399,Lubango,AO,-14.92,13.49,63.86,72,7,2.46,clear sky
400,Nizhnyaya Tavda,RU,57.67,66.17,26.82,98,0,4.97,clear sky
401,Khartoum,SD,15.55,32.53,86.0,19,0,13.87,clear sky
402,Pangai,TO,-19.8,-174.35,80.6,78,20,19.46,few clouds
403,Bambanglipuro,ID,-7.95,110.28,81.93,72,51,7.09,broken clouds
404,Ketchikan,US,55.34,-131.65,51.8,100,90,40.26,heavy intensity rain
405,Yeniseysk,RU,58.45,92.17,33.21,96,100,9.06,overcast clouds
406,Gravdal,NO,68.12,13.5,49.69,78,100,21.85,overcast clouds
407,Maraa,BR,-1.83,-65.37,74.48,90,2,2.53,clear sky
408,Whitecourt,CA,54.15,-115.69,51.8,40,75,3.36,broken clouds
409,North Vanlaiphai,IN,23.13,93.07,60.66,100,16,1.52,few clouds
410,Tatawin,TN,32.93,10.45,60.8,77,0,2.53,clear sky
411,Mudon,MM,16.26,97.72,78.3,90,0,3.83,clear sky
412,Anloga,GH,5.79,0.9,79.95,86,1,12.93,clear sky
413,Heubach,DE,48.79,9.93,59.0,95,100,1.99,overcast clouds
414,Haines Junction,CA,60.75,-137.51,10.4,72,100,3.36,overcast clouds
415,Adrar,MR,20.5,-10.07,77.97,18,100,9.66,overcast clouds
416,Wanning,CN,18.8,110.4,74.98,78,24,10.04,few clouds
417,Belmonte,BR,-15.86,-38.88,68.0,88,75,6.93,light rain
418,Chernyshevskiy,RU,63.01,112.47,4.73,92,100,9.82,overcast clouds
419,Ayan,RU,56.45,138.17,26.73,98,100,20.45,snow
420,Barcelos,PT,41.54,-8.62,64.4,100,90,11.41,mist
421,Maniwaki,CA,46.38,-75.97,37.4,97,1,8.05,clear sky
422,Buraydah,SA,26.33,43.98,62.6,45,0,6.93,clear sky
423,Terney,RU,45.05,136.61,44.06,61,1,10.76,clear sky
424,Ngunguru,NZ,-35.62,174.5,73.99,74,100,10.0,overcast clouds
425,Camacha,PT,33.08,-16.33,66.2,88,20,3.24,few clouds
426,Hatillo,PR,18.49,-66.83,77.0,78,1,5.82,clear sky
427,Santa Vitoria Do Palmar,BR,-33.52,-53.37,53.96,82,0,5.46,clear sky
428,Biltine,TD,14.53,20.92,79.03,29,40,9.66,scattered clouds
429,Surgut,RU,61.25,73.42,28.4,100,75,11.18,broken clouds
430,Hohhot,CN,40.81,111.65,30.2,36,0,11.18,clear sky
431,Havoysund,NO,71.0,24.66,44.6,75,0,38.03,clear sky
432,The Pas,CA,53.83,-101.25,35.6,74,1,9.17,clear sky
433,Hebi,CN,35.9,114.19,61.41,28,0,9.01,clear sky
434,Sambava,MG,-14.27,50.17,68.16,78,2,8.9,clear sky
435,Sri Aman,MY,1.24,111.46,80.6,88,20,3.36,few clouds
436,Saint-Louis,SN,16.33,-15.0,78.8,44,0,10.0,clear sky
437,Ulladulla,AU,-35.35,150.47,66.2,68,75,9.17,broken clouds
438,Dingle,PH,11.0,122.67,82.78,80,47,11.88,light rain
439,Talaya,RU,61.38,152.75,22.75,92,100,4.81,overcast clouds
440,Verkh-Chebula,RU,56.03,87.62,33.73,91,100,13.31,overcast clouds
441,Novikovo,RU,51.15,37.89,48.4,92,100,12.75,heavy intensity rain
442,Rawson,AR,-43.3,-65.1,75.16,26,100,25.59,overcast clouds
443,Brokopondo,SR,4.75,-55.17,76.3,84,100,10.36,light rain
444,Vernon,CA,50.26,-119.27,39.99,86,69,1.79,broken clouds
445,Jinxiang,CN,27.43,120.61,69.44,67,38,9.82,scattered clouds
446,Tynda,RU,55.17,124.72,6.3,87,100,11.77,overcast clouds
447,Aykhal,RU,66.0,111.5,6.8,84,90,8.95,light snow
448,Labranzagrande,CO,5.56,-72.58,68.13,74,100,2.15,moderate rain
449,Jiuquan,CN,39.74,98.52,38.25,64,0,4.21,clear sky
450,Ocos,GT,14.51,-92.19,82.4,100,40,4.7,scattered clouds
451,Miquelon,PM,47.1,-56.38,46.44,68,100,25.7,overcast clouds
452,Santo Domingo,DO,18.5,-69.99,82.99,95,47,3.18,scattered clouds
453,Erenhot,CN,43.65,111.98,23.54,72,0,11.97,clear sky
454,Gambela,ET,8.25,34.58,69.33,91,50,3.11,scattered clouds
455,Juchitlan,MX,20.08,-104.12,72.84,57,1,1.61,clear sky
456,Egvekinot,RU,66.32,-179.17,12.33,88,93,1.66,overcast clouds
457,Kodinsk,RU,58.69,99.18,28.45,97,100,8.72,overcast clouds
458,Gat,IL,31.61,34.76,71.01,78,100,2.33,overcast clouds
459,Chinhoyi,ZW,-17.37,30.2,64.42,63,0,7.0,clear sky
460,Mandalgovi,MN,45.76,106.27,19.81,82,0,4.81,clear sky
461,Alice Springs,AU,-23.7,133.88,87.8,12,0,12.75,clear sky
462,Raudeberg,NO,61.99,5.14,46.99,87,100,24.85,light rain
463,Cartagena,CO,10.4,-75.51,80.6,94,40,2.24,scattered clouds
464,Marsh Harbour,BS,26.54,-77.06,80.11,83,0,8.43,clear sky
465,Pokaran,IN,26.92,71.92,67.87,23,0,3.36,very heavy rain
466,Iranshahr,IR,27.2,60.68,57.2,9,0,6.93,clear sky
467,Shakawe,BW,-18.37,21.85,72.3,28,0,1.07,clear sky
468,Sumbe,AO,-11.21,13.84,76.33,88,99,4.88,overcast clouds
469,Rhyl,GB,53.32,-3.49,61.0,94,100,5.01,moderate rain
470,Santa Cruz Cabralia,BR,-16.28,-39.02,68.0,88,75,6.93,broken clouds
471,Asau,RO,46.43,26.4,39.0,86,7,5.7,clear sky
472,Moroni,KM,-11.7,43.26,75.07,72,100,2.19,overcast clouds
473,Lupiro,TZ,-8.38,36.67,72.99,84,60,6.89,broken clouds
474,Garowe,SO,8.41,48.48,73.78,61,0,6.35,clear sky
475,Kynsperk Nad Ohri,CZ,50.12,12.53,55.0,99,100,1.99,overcast clouds
476,Carnarvon,AU,-24.87,113.63,71.6,56,40,16.11,scattered clouds
477,Charyshskoye,RU,51.4,83.56,29.79,87,1,4.25,clear sky
478,Kuito,AO,-12.38,16.93,62.78,70,9,2.98,clear sky
479,Lasa,IT,46.62,10.7,48.2,81,75,3.36,broken clouds
480,Isiro,CD,2.77,27.62,66.11,98,96,1.57,overcast clouds
481,Norsup,VU,-16.07,167.38,84.2,70,40,11.41,scattered clouds
482,Nueve De Julio,AR,-35.44,-60.88,57.76,78,2,7.81,clear sky
483,Sioux Lookout,CA,50.1,-91.92,24.8,58,75,10.29,broken clouds
484,Kavaratti,IN,10.57,72.64,80.96,71,0,2.33,clear sky
485,Cap Malheureux,MU,-19.98,57.61,66.99,70,63,3.0,broken clouds
486,Saint-Leu,RE,-21.15,55.28,69.8,56,90,5.82,overcast clouds
487,Sabang,ID,5.89,95.32,81.82,78,100,11.32,light rain
488,Bouca,CF,6.51,18.27,70.29,93,99,1.1,overcast clouds
489,Mailsi,PK,29.8,72.18,61.29,28,0,3.22,clear sky
490,Dilla,ET,6.41,38.31,59.92,84,27,3.04,scattered clouds
491,Plettenberg Bay,ZA,-34.05,23.37,61.9,87,0,6.11,clear sky
492,San Pablo,PH,14.07,121.33,84.0,78,75,5.82,broken clouds
493,Grafing,DE,48.05,11.97,55.99,88,100,3.56,light rain
494,Sinnamary,GF,5.38,-52.95,80.89,81,83,9.82,broken clouds
495,Outlook,CA,51.5,-107.05,44.6,45,10,6.93,clear sky
496,Munxar,MT,36.03,14.23,66.0,93,20,4.7,few clouds
497,Harij,IN,23.7,71.9,71.29,24,0,5.48,clear sky
498,Nantucket,US,41.28,-70.1,57.99,91,75,12.75,broken clouds
499,Krasnyy Yar,RU,46.53,48.35,44.6,81,3,6.71,mist
500,Kitami,JP,43.8,143.89,57.99,67,75,5.82,heavy intensity rain
501,Tevriz,RU,57.51,72.4,28.85,98,27,6.15,scattered clouds
502,Mitsamiouli,KM,-11.38,43.28,76.68,76,100,9.28,overcast clouds
503,Lewisporte,CA,49.25,-55.05,37.4,80,20,10.29,few clouds
504,Daru,PG,-9.08,143.21,86.36,70,41,11.97,scattered clouds
505,Andra,RU,62.51,65.89,25.61,97,100,7.25,overcast clouds
506,Rundu,NA,-17.93,19.77,75.06,34,30,1.14,scattered clouds
507,Pirmasens,DE,49.2,7.61,63.0,88,90,13.87,overcast clouds
508,Virginia Beach,US,36.85,-75.98,57.2,87,1,6.93,clear sky
509,Baiao,BR,-2.79,-49.67,80.15,61,0,2.3,clear sky
510,Geneva,US,41.89,-88.31,34.0,83,1,8.05,clear sky
511,Sangar,RU,63.92,127.47,-6.86,90,100,5.7,overcast clouds
512,Port Keats,AU,-14.25,129.55,92.59,48,90,5.46,overcast clouds
513,Dubbo,AU,-32.25,148.62,73.4,40,0,11.41,clear sky
514,Qasigiannguit,GL,68.82,-51.19,19.4,67,100,6.93,light snow
515,Chuzhou,CN,32.32,118.3,62.65,61,99,5.26,overcast clouds
516,Fairbanks,US,64.84,-147.72,1.99,76,1,1.3,clear sky
517,Anderson,US,34.53,-82.65,60.8,38,1,13.87,clear sky
518,Strezhevoy,RU,60.73,77.59,32.0,97,90,8.95,overcast clouds
519,Ukiah,US,39.15,-123.21,75.2,17,1,3.36,clear sky
520,Zhangjiakou,CN,40.81,114.88,34.41,61,0,18.86,clear sky
521,Bilibino,RU,68.05,166.44,9.79,93,100,1.03,overcast clouds
522,Portland,US,45.52,-122.68,61.0,41,1,8.05,clear sky
523,Ust-Ilimsk,RU,58.0,102.66,20.16,90,100,10.02,overcast clouds
524,Baijiantan,CN,45.63,85.18,32.76,89,0,1.14,clear sky
525,Kon Tum,VN,14.35,108.0,71.82,69,100,3.36,overcast clouds
526,Kencong,ID,-8.28,113.37,81.97,75,81,2.64,broken clouds
527,Bukachacha,RU,52.98,116.92,13.51,81,12,6.2,few clouds
528,Moissala,TD,8.34,17.77,74.21,83,100,2.08,overcast clouds
529,Jiaonan,CN,35.88,119.98,55.99,58,0,2.24,clear sky
530,Luanda,AO,-8.84,13.23,77.0,88,75,3.36,broken clouds
531,Pasaquina,SV,13.58,-87.84,80.6,83,20,4.7,few clouds
532,Cervo,ES,43.67,-7.41,69.01,1,100,11.36,overcast clouds
533,Fairlie,GB,55.76,-4.86,48.99,87,40,12.75,scattered clouds
534,Baykit,RU,61.67,96.37,23.92,95,100,5.21,light snow
535,Tiruchchendur,IN,8.48,78.12,78.8,88,20,3.04,haze
536,Busayra,JO,30.74,35.61,55.83,97,7,2.95,clear sky
537,Dong Hoi,VN,17.48,106.6,76.48,84,100,11.43,light rain
538,Mackenzie,CA,55.3,-123.17,42.8,70,90,10.29,overcast clouds
539,Wajima,JP,37.4,136.9,57.2,100,75,10.29,light intensity shower rain
540,Swan Hill,AU,-35.34,143.55,78.04,34,1,5.59,clear sky
541,Tiznit,MA,29.58,-9.5,68.9,26,0,2.98,clear sky
542,Makushino,RU,55.21,67.24,29.17,97,0,4.54,clear sky
543,Ilhabela,BR,-23.78,-45.36,64.45,71,69,0.85,broken clouds
544,Danville,US,36.59,-79.39,57.2,33,1,10.29,clear sky
545,Palmer,US,42.16,-72.33,48.0,93,90,26.4,mist
546,Brae,GB,60.4,-1.35,50.0,87,100,34.45,heavy intensity rain
547,Alta Floresta,BR,-9.88,-56.09,70.57,98,100,0.96,light rain
548,Rio Chiquito,HN,15.63,-88.25,80.6,94,75,2.24,broken clouds
549,Comodoro Rivadavia,AR,-45.87,-67.5,66.2,63,0,5.7,clear sky
550,Novoagansk,RU,61.94,76.66,23.99,98,75,11.23,broken clouds
551,Ouegoa,NC,-20.35,164.43,83.48,61,15,12.17,few clouds
552,Olinda,BR,-8.01,-34.86,80.6,74,75,8.05,broken clouds
553,Pincher Creek,CA,49.48,-113.95,53.6,37,0,5.82,clear sky
554,Siniscola,IT,40.57,9.69,59.0,87,0,10.29,clear sky
555,Sant Julia De Loria,AD,42.46,1.48,48.0,70,0,5.01,clear sky
556,Dandong,CN,40.13,124.39,44.94,50,0,3.22,clear sky
557,Mandan,US,46.83,-100.89,42.8,56,1,12.75,clear sky
558,San Cristobal,VE,7.77,-72.22,66.78,93,100,2.1,light rain
559,Rudbar,AF,30.15,62.6,47.98,52,0,1.81,clear sky
560,Semey,KZ,50.41,80.23,24.8,92,0,6.71,clear sky
561,Biskamzha,RU,53.45,89.53,22.5,94,74,3.02,broken clouds
562,Batsfjord,NO,70.63,29.72,43.0,85,100,28.5,overcast clouds
563,Presidente Epitacio,BR,-21.76,-52.12,71.06,53,49,5.5,scattered clouds
564,Abu Dhabi,AE,24.47,54.37,75.2,88,0,2.24,haze
565,Khorixas,NA,-20.37,14.97,71.15,22,80,2.84,broken clouds
566,Hong Gai,VN,20.96,107.09,77.0,88,50,2.24,mist
567,Tazovskiy,RU,67.47,78.7,20.73,97,100,14.52,overcast clouds
568,Poum,NC,-20.23,164.02,78.98,75,0,12.37,clear sky
569,Warah,PK,27.45,67.8,66.24,24,0,3.94,clear sky
570,Hortolandia,BR,-22.86,-47.22,59.0,72,0,9.17,clear sky
571,Ola,RU,59.58,151.28,31.35,92,100,8.63,overcast clouds
572,Olafsvik,IS,64.89,-23.71,35.31,87,92,12.44,moderate rain
573,Payakumbuh,ID,-0.22,100.63,75.69,78,98,2.95,overcast clouds
574,Ducheng,CN,23.24,111.53,72.73,70,87,5.77,overcast clouds
575,Vestmanna,FO,62.16,-7.17,44.6,87,33,11.41,scattered clouds
576,Guatire,VE,10.48,-66.54,72.0,86,89,2.42,light rain
577,Napanee,CA,44.25,-76.95,37.4,83,20,11.41,few clouds
578,Yatou,CN,37.15,122.38,56.46,39,0,7.49,clear sky
579,Balkhash,KZ,46.84,74.98,40.14,69,100,3.02,overcast clouds
580,Kitimat,CA,54.05,-128.65,48.99,95,100,6.71,overcast clouds
581,Victor Harbor,AU,-35.57,138.62,75.99,58,18,7.92,few clouds
582,Jiangyou,CN,31.77,104.72,59.88,54,72,1.14,broken clouds
583,Westport,US,41.14,-73.36,51.01,94,99,19.37,light rain
584,Valcau De Jos,RO,47.12,22.73,46.4,87,100,2.24,overcast clouds
585,Ambilobe,MG,-13.2,49.05,72.19,67,90,6.62,overcast clouds
586,Ahipara,NZ,-35.17,173.17,71.35,67,100,7.96,light rain
587,Matara,LK,5.95,80.54,77.41,83,91,5.59,overcast clouds
588,Rio Gallegos,AR,-51.62,-69.22,51.8,71,0,2.24,clear sky
589,Tucson,US,32.22,-110.93,84.2,15,1,17.22,clear sky
590,Inhambupe,BR,-11.78,-38.35,73.02,92,100,2.89,moderate rain
591,Arlit,NE,18.74,7.39,71.17,27,0,5.21,clear sky
592,Harbour Breton,CA,47.48,-55.8,44.01,100,100,1.99,overcast clouds
593,Jacmel,HT,18.23,-72.53,82.4,61,98,13.87,overcast clouds
594,Gumdag,TM,39.21,54.59,64.96,24,0,11.86,clear sky
595,Kirakira,SB,-10.45,161.92,80.98,84,98,12.12,heavy intensity rain
596,Castelnaudary,FR,43.32,1.95,51.8,100,90,6.93,fog
597,Nacala,MZ,-14.54,40.67,73.45,74,0,1.52,clear sky
598,Normandin,CA,48.83,-72.53,37.4,86,100,6.93,overcast clouds
599,Sarangani,PH,5.4,125.46,84.09,72,100,6.49,overcast clouds
600,Lima,PE,-12.04,-77.03,62.6,82,75,11.41,broken clouds
601,Kirillov,RU,59.86,38.38,28.35,97,0,3.89,clear sky
602,Ulychne,UA,49.23,23.65,30.2,92,100,2.24,mist
603,Lengshuitan,CN,26.41,111.6,61.52,62,98,3.24,overcast clouds
604,Langsa,ID,4.47,97.97,79.7,83,98,1.9,overcast clouds
605,San Felipe,VE,10.34,-68.74,74.55,88,100,2.64,light rain
606,Sokoni,TZ,-6.43,39.55,71.6,100,40,6.93,scattered clouds
607,Rapid Valley,US,44.06,-103.15,50.0,64,1,3.04,clear sky
608,Sao Joao Da Barra,BR,-21.64,-41.05,68.04,79,100,16.67,overcast clouds
609,Ojinaga,MX,29.57,-104.42,73.4,27,1,10.29,clear sky
610,Bandrele,YT,-12.91,45.19,71.6,94,0,2.24,clear sky
611,Gamba,GA,-2.65,10.0,75.96,91,100,3.42,overcast clouds
612,Benguela,AO,-12.58,13.41,76.66,83,6,4.36,clear sky
613,Marystown,CA,47.17,-55.15,44.01,100,93,1.99,overcast clouds
614,Rosario,AR,-32.95,-60.64,68.0,45,0,8.05,clear sky
615,Aitape,PG,-3.14,142.35,87.17,60,96,5.1,light rain
616,Mala,PE,-12.66,-76.63,63.0,82,34,6.71,scattered clouds
617,Vondrozo,MG,-22.82,47.28,59.81,93,74,1.28,broken clouds
618,Mocuba,MZ,-16.84,36.99,68.83,93,53,0.92,broken clouds
619,Jhanjharpur,IN,26.27,86.28,72.39,70,3,0.98,clear sky
620,Sao Sebastiao,BR,-23.76,-45.41,63.34,73,55,0.4,broken clouds
621,Antakya,TR,36.21,36.16,62.6,72,40,4.7,scattered clouds
622,Charters Towers,AU,-20.1,146.27,91.08,28,0,11.79,clear sky
623,Macas,EC,-2.32,-78.12,67.1,79,99,2.17,overcast clouds
624,Rodental,DE,50.28,11.07,59.0,95,100,3.0,overcast clouds
625,Cacequi,BR,-29.88,-54.83,57.99,82,1,11.23,clear sky
626,Camana,PE,-16.62,-72.71,64.54,79,98,6.6,overcast clouds
627,Port Augusta,AU,-32.5,137.77,86.0,27,26,14.99,scattered clouds
628,Flinders,AU,-34.58,150.86,71.01,68,90,5.01,overcast clouds
629,Saint Anthony,US,45.02,-93.22,32.0,54,1,5.82,clear sky
630,Arica,CL,-18.48,-70.3,64.0,75,71,1.01,broken clouds
631,Ferme-Neuve,CA,46.7,-75.45,37.4,97,52,8.05,broken clouds
632,Darnah,LY,32.77,22.64,69.53,64,79,14.16,broken clouds
633,Deputatskiy,RU,69.3,139.9,-15.0,88,34,6.04,scattered clouds
634,Tilichiki,RU,60.47,166.1,29.64,93,88,3.42,overcast clouds
635,Mnogovershinnyy,RU,53.94,139.92,34.92,100,100,2.89,light rain
636,Okhotsk,RU,59.38,143.3,21.38,87,100,18.52,overcast clouds
637,Nicoya,CR,10.15,-85.45,78.8,83,75,4.7,broken clouds
638,Marfino,RU,55.7,37.38,41.0,93,90,6.71,mist
639,Sidrolandia,BR,-20.93,-54.96,69.8,60,0,5.82,clear sky
640,Tura,IN,25.52,90.22,70.32,95,93,1.66,overcast clouds
641,San Policarpo,PH,12.18,125.51,84.72,67,85,4.16,light rain
642,Himi,JP,36.85,136.98,60.8,87,75,2.24,light intensity shower rain
643,Tooele,US,40.53,-112.3,51.01,44,1,1.39,clear sky
644,Monteiro,BR,-7.89,-37.12,73.17,80,33,12.37,scattered clouds
645,Faya,SA,18.39,42.45,57.2,34,0,1.45,clear sky
646,Carutapera,BR,-1.2,-46.02,77.99,84,37,5.5,scattered clouds
647,Damghan,IR,36.17,54.35,52.65,41,78,1.52,broken clouds
648,Atar,MR,20.52,-13.05,80.42,18,100,7.18,overcast clouds
649,Soe,ID,-9.86,124.28,84.22,39,12,9.1,few clouds
650,Komsomolskiy,UZ,40.43,71.72,41.0,38,100,4.7,overcast clouds
651,Srednekolymsk,RU,67.45,153.68,-2.2,91,92,7.49,overcast clouds
652,Linxia,CN,35.6,103.21,40.1,60,100,0.43,overcast clouds
653,Terny,UA,50.98,33.98,46.87,89,91,7.18,overcast clouds
654,Santa Rosa,PH,14.31,121.11,84.0,78,75,5.82,broken clouds
655,Latung,PH,5.5,120.88,83.21,77,100,14.16,overcast clouds
656,Sibolga,ID,1.74,98.78,80.01,80,100,2.77,light rain
657,Chuguyevka,RU,44.17,133.86,39.85,68,87,9.86,overcast clouds
658,Rabo De Peixe,PT,37.8,-25.58,62.6,82,75,9.17,broken clouds
659,Huayang,CN,34.42,109.99,47.26,49,0,7.29,clear sky
660,Akyab,MM,20.15,92.9,78.62,85,94,6.17,overcast clouds
661,Nago,JP,26.59,127.98,80.6,65,20,3.36,few clouds
662,Harper,LR,4.38,-7.72,77.07,90,10,6.02,light rain
663,Iberia,US,29.95,-91.75,64.4,67,1,10.29,clear sky
664,Gushikawa,JP,26.35,127.87,80.6,65,20,3.36,few clouds
665,Mayor Pablo Lagerenza,PY,-19.93,-60.77,72.05,38,0,5.19,clear sky
666,Balkanabat,TM,39.51,54.37,62.94,37,0,1.1,clear sky
667,Beloha,MG,-25.17,45.05,66.38,81,0,14.83,clear sky
668,Inyonga,TZ,-6.72,32.07,67.57,64,33,4.65,scattered clouds
669,Garmsar,IR,35.22,52.34,53.69,43,19,1.19,few clouds
670,Senanga,ZM,-16.12,23.27,71.26,34,0,8.95,clear sky
671,Zabol,AF,32.25,67.25,32.14,82,0,1.83,clear sky
672,Bakchar,RU,57.02,82.07,31.44,98,97,6.22,overcast clouds
673,Clearwater,US,27.97,-82.8,77.0,83,8,6.93,clear sky
674,Van,TR,38.49,43.38,53.6,32,40,8.05,scattered clouds
675,Channel-Port Aux Basques,CA,47.57,-59.14,45.07,81,90,17.0,overcast clouds
676,Kvitok,RU,56.07,98.48,28.8,88,100,3.51,overcast clouds
677,Mokhsogollokh,RU,61.47,128.92,-2.9,89,35,1.95,scattered clouds
678,Turayf,SA,31.67,38.66,59.0,93,40,8.05,scattered clouds
679,Portsmouth,GB,50.8,-1.09,62.01,94,100,10.0,overcast clouds
680,Atasu,KZ,48.68,71.64,35.11,71,99,5.01,overcast clouds
681,Castlebar,IE,53.85,-9.3,48.99,41,100,3.0,heavy intensity rain
682,Rassvet,RU,46.83,40.75,56.14,94,100,4.25,light rain
683,Tortoli,IT,39.93,9.66,62.6,82,75,5.82,broken clouds
684,Moron,AR,-34.65,-58.62,68.0,43,0,7.56,clear sky
685,Sur,OM,22.57,59.53,69.85,30,0,2.73,clear sky
686,Port Moresby,PG,-9.44,147.18,84.72,72,99,0.92,overcast clouds
687,Gandai,IN,21.67,81.1,72.21,46,0,2.86,clear sky
688,Inhambane,MZ,-23.86,35.38,71.02,75,100,7.45,overcast clouds
689,Amapa,BR,1.0,-52.0,76.69,81,94,3.94,overcast clouds
690,Palakkad,IN,10.78,76.65,75.2,94,20,0.6,mist
691,Mount Isa,AU,-20.73,139.5,93.2,10,0,12.75,clear sky
692,Tadine,NC,-21.55,167.88,79.34,69,45,13.22,scattered clouds
693,Eureka,US,40.8,-124.16,55.0,76,1,4.7,haze
694,Zbarazh,UA,49.66,25.78,38.17,90,0,5.46,clear sky
695,Agustin Codazzi,CO,10.03,-73.24,74.41,75,100,3.02,overcast clouds
